,Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Capital Gain,Capital Loss,Hours per week,Country,Race,Sex,Loan
95,46,6,14.0,4,4,0,0.0,0.0,25.0,39,4,1,False
96,40,4,11.0,2,10,4,0.0,0.0,40.0,39,4,1,False
97,74,4,14.0,0,12,0,0.0,0.0,10.0,39,4,0,False
98,48,4,9.0,6,8,1,0.0,0.0,25.0,39,4,0,False
99,47,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,True
100,31,4,14.0,2,10,4,0.0,0.0,50.0,39,4,1,False
101,25,4,9.0,4,8,1,0.0,0.0,22.0,39,4,0,False
102,26,4,10.0,4,1,0,0.0,0.0,40.0,39,4,0,False
103,42,6,15.0,0,10,1,7430.0,0.0,44.0,39,4,0,True
104,53,4,13.0,4,4,1,0.0,0.0,40.0,39,4,0,False
105,43,4,13.0,2,4,4,0.0,0.0,40.0,39,4,1,True
106,37,0,10.0,5,0,1,0.0,0.0,40.0,39,4,1,False
107,61,4,9.0,2,3,4,0.0,0.0,45.0,39,4,1,True
108,23,4,10.0,4,4,3,0.0,0.0,40.0,39,4,1,False
109,39,4,15.0,4,10,0,14084.0,0.0,35.0,39,4,0,True
110,20,0,10.0,4,0,3,0.0,0.0,20.0,39,4,0,False
111,51,4,9.0,2,11,4,0.0,0.0,40.0,39,4,1,False
112,45,4,10.0,4,12,0,0.0,0.0,52.0,39,4,1,False
113,21,0,10.0,4,0,3,0.0,0.0,35.0,39,4,0,False
114,38,4,11.0,0,3,0,0.0,0.0,40.0,39,4,1,False
115,38,7,13.0,0,10,0,0.0,0.0,40.0,39,4,0,False
116,55,4,16.0,2,4,4,0.0,0.0,60.0,39,4,1,True
117,47,0,9.0,2,0,4,0.0,0.0,40.0,39,4,1,False
118,55,6,10.0,2,5,4,0.0,0.0,99.0,39,4,1,True
119,61,4,9.0,0,12,1,0.0,2754.0,25.0,39,4,0,False
120,27,7,13.0,4,10,0,0.0,0.0,50.0,39,4,1,False
121,67,4,14.0,4,8,0,0.0,0.0,40.0,39,4,0,False
122,63,6,15.0,2,10,4,0.0,0.0,30.0,39,4,1,False
123,42,4,13.0,4,12,0,10520.0,0.0,50.0,39,4,1,True
124,23,4,4.0,4,7,3,0.0,0.0,40.0,39,4,1,False
125,21,4,5.0,4,7,0,0.0,0.0,48.0,26,4,1,False
126,24,4,9.0,4,4,3,0.0,0.0,40.0,39,4,1,False
127,48,1,10.0,2,3,4,0.0,0.0,40.0,39,4,1,True
128,51,4,11.0,2,8,4,4064.0,0.0,55.0,39,4,1,False
129,17,4,6.0,4,12,3,0.0,0.0,20.0,39,4,1,False
130,27,4,14.0,4,10,0,0.0,0.0,40.0,39,4,1,False
131,57,4,9.0,2,8,4,0.0,0.0,40.0,26,4,1,False
132,29,4,9.0,4,1,2,0.0,0.0,40.0,39,4,0,False
133,49,4,9.0,5,8,0,0.0,0.0,35.0,39,2,0,False
134,20,0,6.0,0,0,0,0.0,0.0,40.0,39,4,0,False
135,37,2,10.0,2,3,4,5178.0,0.0,40.0,39,4,1,True
136,61,4,9.0,2,11,4,0.0,0.0,40.0,39,4,1,False
137,40,4,11.0,2,6,4,0.0,0.0,40.0,39,2,1,False
138,59,5,12.0,2,3,4,0.0,0.0,40.0,39,4,1,False
139,20,4,10.0,4,12,0,0.0,0.0,25.0,39,4,1,False
140,24,4,9.0,4,3,3,0.0,0.0,40.0,39,4,1,False
141,18,4,9.0,4,12,3,0.0,0.0,22.0,39,4,0,False
142,67,7,10.0,2,5,4,0.0,0.0,8.0,39,4,1,False
143,21,4,10.0,4,12,3,0.0,0.0,20.0,39,4,0,False
144,34,6,11.0,2,3,4,0.0,0.0,75.0,39,4,1,False
145,46,4,10.0,2,1,4,0.0,0.0,40.0,39,4,1,False
146,19,4,10.0,4,1,3,0.0,0.0,20.0,39,4,0,False
147,33,4,4.0,2,3,4,0.0,0.0,40.0,39,4,1,False
148,42,4,10.0,4,4,0,0.0,0.0,40.0,39,4,0,False
149,51,4,10.0,2,12,4,0.0,0.0,40.0,39,4,1,False
150,28,4,10.0,0,8,2,0.0,0.0,24.0,39,2,1,False
151,20,4,10.0,4,1,3,0.0,0.0,30.0,39,1,0,False
152,26,4,9.0,4,8,3,0.0,0.0,40.0,39,4,1,False
153,24,4,11.0,4,1,0,0.0,0.0,40.0,39,4,0,False
154,34,4,9.0,5,14,0,0.0,0.0,20.0,39,2,1,False
155,61,4,9.0,0,4,0,0.0,0.0,40.0,39,4,0,False
156,24,4,11.0,4,7,0,0.0,0.0,40.0,39,4,1,False
157,23,4,9.0,4,1,3,0.0,0.0,40.0,39,4,0,False
158,74,6,9.0,6,8,0,0.0,0.0,20.0,39,4,1,False
159,39,4,9.0,0,12,0,0.0,0.0,60.0,39,4,1,False
160,37,4,10.0,2,7,4,0.0,0.0,40.0,39,2,1,True
161,62,0,9.0,2,0,4,0.0,0.0,40.0,39,4,1,False
162,41,4,6.0,4,7,0,0.0,0.0,40.0,39,4,1,False
163,23,4,13.0,4,12,0,0.0,0.0,50.0,39,4,1,False
164,47,4,14.0,0,10,1,0.0,0.0,40.0,39,4,0,False
165,34,4,9.0,2,3,4,0.0,1672.0,40.0,39,4,1,False
166,49,4,10.0,2,10,4,0.0,1848.0,44.0,39,4,1,True
167,39,4,15.0,0,10,0,0.0,0.0,70.0,39,4,1,True
168,33,6,13.0,2,10,4,0.0,0.0,25.0,39,2,1,True
169,26,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,False
170,36,7,9.0,2,4,4,0.0,0.0,60.0,39,4,1,True
171,59,4,14.0,2,10,4,0.0,0.0,55.0,39,4,1,False
172,22,4,13.0,4,3,0,13550.0,0.0,55.0,39,4,1,True
173,32,4,14.0,2,12,5,0.0,0.0,45.0,39,4,0,True
174,22,4,10.0,4,1,1,0.0,0.0,40.0,39,4,0,False
175,40,4,9.0,2,3,4,0.0,0.0,50.0,39,4,1,False
176,24,7,13.0,4,10,0,0.0,0.0,20.0,39,4,0,False
177,34,0,9.0,2,0,4,0.0,0.0,40.0,39,4,1,False
178,36,4,13.0,2,10,4,7688.0,0.0,40.0,39,4,1,True
179,29,4,13.0,2,4,5,0.0,0.0,50.0,39,4,0,True
180,48,4,9.0,2,7,4,0.0,0.0,40.0,39,4,1,False
181,65,4,7.0,6,12,2,0.0,0.0,20.0,39,4,0,False
182,33,4,13.0,5,10,0,4650.0,0.0,35.0,39,4,1,False
183,27,4,10.0,0,7,1,0.0,0.0,40.0,39,4,0,False
184,46,2,13.0,0,1,0,99999.0,0.0,40.0,39,4,0,True
185,19,7,9.0,4,13,3,0.0,0.0,40.0,39,4,0,False
186,62,4,4.0,0,3,3,0.0,0.0,40.0,39,4,1,False
187,17,0,7.0,4,0,3,0.0,0.0,10.0,39,4,1,False
188,38,4,10.0,2,10,4,0.0,0.0,40.0,39,4,1,False
189,50,4,11.0,0,10,1,0.0,0.0,40.0,39,4,0,True
190,43,7,9.0,2,10,4,0.0,0.0,40.0,39,4,1,False
191,27,4,10.0,4,1,0,0.0,0.0,45.0,0,4,0,False
192,26,4,13.0,4,10,0,0.0,0.0,40.0,39,4,1,False
193,18,4,9.0,2,4,5,0.0,0.0,40.0,39,4,0,False
194,45,1,10.0,0,1,1,0.0,0.0,42.0,39,4,1,False
195,48,6,13.0,2,10,5,0.0,0.0,20.0,39,4,0,True
196,50,4,9.0,2,1,5,5178.0,0.0,40.0,39,4,0,True
197,40,4,15.0,2,10,4,0.0,0.0,40.0,39,4,1,True
198,61,4,9.0,0,4,0,0.0,0.0,40.0,39,4,0,False
199,30,4,9.0,2,14,4,99999.0,0.0,40.0,39,4,1,True
200,46,4,15.0,2,10,4,0.0,0.0,40.0,39,2,1,True
201,26,4,13.0,4,10,0,0.0,0.0,40.0,39,4,0,False
202,21,4,10.0,4,8,3,0.0,0.0,32.0,39,4,1,False
203,42,4,13.0,0,1,1,9562.0,0.0,45.0,39,4,1,True
204,66,4,13.0,2,10,4,0.0,0.0,99.0,39,4,1,False
205,51,4,9.0,2,3,4,0.0,0.0,40.0,39,0,1,False
206,21,0,10.0,4,0,3,2176.0,0.0,40.0,39,4,0,False
207,27,4,15.0,4,10,3,0.0,0.0,40.0,39,4,0,False
208,66,2,9.0,6,1,1,0.0,0.0,25.0,39,4,0,False
209,32,4,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
210,61,0,10.0,2,0,4,99999.0,0.0,30.0,39,4,1,True
211,26,4,13.0,4,10,0,0.0,0.0,40.0,39,4,0,False
212,49,5,9.0,2,4,4,0.0,0.0,40.0,39,4,1,True
213,43,4,10.0,2,13,4,0.0,0.0,40.0,23,2,1,True
214,48,2,14.0,0,4,1,9562.0,0.0,40.0,39,2,0,True
215,22,4,10.0,4,1,2,0.0,0.0,16.0,39,4,0,False
216,45,4,5.0,2,7,5,0.0,0.0,40.0,39,4,0,True
217,39,7,13.0,0,11,0,0.0,0.0,40.0,26,4,1,True
218,30,4,10.0,4,12,3,0.0,0.0,40.0,8,4,0,False
219,34,4,14.0,4,4,1,0.0,0.0,50.0,39,4,0,False
220,28,4,9.0,4,11,1,0.0,0.0,40.0,39,0,0,False
221,52,5,9.0,2,5,4,0.0,0.0,60.0,39,4,1,False
222,70,4,9.0,2,12,4,0.0,0.0,40.0,39,4,1,False
223,49,4,9.0,0,3,0,0.0,0.0,50.0,39,4,1,False
224,33,4,9.0,4,1,3,0.0,0.0,35.0,39,4,1,False
225,46,4,9.0,0,4,0,0.0,0.0,40.0,39,4,0,False
226,28,0,9.0,5,0,1,0.0,0.0,40.0,39,4,0,False
227,42,4,9.0,2,4,4,0.0,0.0,50.0,39,4,1,True
228,40,4,12.0,2,10,4,7688.0,0.0,40.0,39,4,1,True
229,31,4,13.0,4,4,0,0.0,0.0,40.0,39,4,1,False
230,48,6,9.0,2,3,4,0.0,0.0,60.0,9,4,1,False
231,42,4,7.0,2,14,4,0.0,0.0,45.0,39,4,1,False
232,51,4,9.0,2,14,4,0.0,0.0,40.0,39,4,1,True
233,51,2,10.0,6,1,0,0.0,0.0,40.0,39,4,0,False
234,45,4,9.0,2,14,4,0.0,0.0,40.0,39,4,1,False
235,27,4,13.0,2,3,4,0.0,0.0,45.0,39,4,1,True
236,41,7,16.0,2,10,4,0.0,0.0,40.0,39,4,1,True
237,33,4,4.0,4,8,1,0.0,0.0,14.0,38,2,0,False
238,32,1,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
239,36,4,13.0,0,1,1,0.0,0.0,40.0,39,4,0,False
240,34,4,13.0,2,4,4,0.0,0.0,50.0,39,4,1,True
241,64,6,10.0,6,3,0,0.0,0.0,8.0,39,4,0,False
242,30,4,12.0,2,3,4,0.0,0.0,40.0,39,4,1,False
243,42,4,10.0,4,4,0,0.0,2444.0,40.0,39,4,0,True
244,47,4,4.0,0,6,2,0.0,0.0,40.0,39,2,1,False
245,35,4,9.0,4,6,2,0.0,0.0,40.0,29,4,1,False
246,40,2,9.0,3,5,3,0.0,0.0,40.0,39,2,1,False
247,56,6,7.0,2,3,4,0.0,0.0,40.0,39,4,1,False
248,21,4,9.0,4,8,0,0.0,1719.0,16.0,39,4,0,False
249,36,6,13.0,2,4,4,0.0,0.0,50.0,20,4,1,False
250,49,1,9.0,2,1,4,0.0,0.0,40.0,39,4,1,True
251,45,4,11.0,2,12,4,0.0,1977.0,50.0,39,4,1,True
252,42,4,5.0,5,3,1,0.0,0.0,40.0,39,2,1,False
253,27,4,7.0,2,3,4,0.0,0.0,40.0,39,4,1,False
254,39,4,14.0,4,12,0,0.0,2444.0,45.0,39,4,1,True
255,45,4,13.0,0,12,0,0.0,0.0,60.0,39,4,1,True
256,26,4,9.0,4,14,3,0.0,0.0,40.0,39,4,1,False
257,30,7,13.0,2,11,4,0.0,0.0,72.0,39,4,1,True
258,18,4,7.0,4,14,3,0.0,0.0,16.0,39,4,1,False
259,29,4,15.0,4,10,0,0.0,0.0,55.0,39,1,1,False
260,39,2,14.0,2,10,4,0.0,0.0,40.0,39,4,1,True
261,43,4,10.0,0,13,3,0.0,1617.0,72.0,39,4,0,False
262,41,4,7.0,2,11,4,0.0,0.0,55.0,39,4,1,False
263,44,6,15.0,2,10,4,0.0,0.0,60.0,39,4,1,True
264,25,4,13.0,4,8,0,0.0,0.0,20.0,39,4,0,False
265,22,4,6.0,4,3,1,0.0,0.0,40.0,39,4,1,False
266,22,4,9.0,4,8,3,0.0,0.0,40.0,39,4,1,False
267,49,2,13.0,0,10,1,0.0,0.0,40.0,39,2,0,False
268,30,4,9.0,4,1,0,0.0,0.0,40.0,39,4,0,False
269,40,6,9.0,2,3,4,0.0,0.0,50.0,39,4,1,True
270,20,4,6.0,4,6,1,0.0,0.0,50.0,39,4,1,False
271,58,4,10.0,2,4,4,7688.0,0.0,45.0,39,4,1,True
272,22,6,10.0,4,5,3,0.0,0.0,20.0,39,4,1,False
273,42,4,10.0,2,4,4,0.0,0.0,55.0,39,4,1,True
274,21,0,10.0,2,0,5,3781.0,0.0,40.0,39,4,0,False
275,60,4,5.0,2,7,4,0.0,0.0,49.0,39,4,1,False
276,47,1,13.0,4,1,1,0.0,0.0,40.0,39,2,1,True
277,25,6,9.0,2,3,4,7298.0,0.0,40.0,39,4,1,True
278,53,1,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
279,37,4,6.0,4,7,0,0.0,0.0,65.0,39,4,1,False
280,45,1,10.0,6,13,0,0.0,0.0,45.0,39,4,0,True
281,23,4,9.0,4,12,0,0.0,1590.0,48.0,39,4,1,False
282,28,7,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
283,37,4,10.0,4,4,0,0.0,0.0,40.0,39,2,1,False
284,22,4,9.0,2,9,5,4508.0,0.0,40.0,39,4,0,False
285,35,0,9.0,4,0,3,0.0,0.0,40.0,39,4,1,False
286,32,4,13.0,2,4,4,0.0,0.0,45.0,39,4,1,True
287,51,4,9.0,2,3,4,7298.0,0.0,50.0,39,4,1,True
288,36,4,9.0,4,7,3,0.0,0.0,40.0,39,4,0,False
289,51,2,9.0,4,8,0,0.0,0.0,40.0,39,2,1,False
290,51,4,5.0,2,14,4,0.0,0.0,40.0,39,4,1,False
291,51,4,10.0,2,10,5,0.0,0.0,40.0,39,4,0,True
292,34,4,11.0,2,10,4,4386.0,0.0,50.0,39,4,1,True
293,31,4,10.0,2,14,4,0.0,1579.0,45.0,8,4,1,False
294,47,4,14.0,2,4,4,99999.0,0.0,50.0,39,4,1,True
295,38,4,14.0,4,1,1,0.0,0.0,40.0,39,4,0,False
296,25,4,9.0,2,14,4,0.0,0.0,40.0,39,4,1,False
297,39,1,15.0,2,10,4,0.0,1887.0,50.0,39,4,1,True
298,22,4,13.0,4,4,3,0.0,0.0,35.0,39,4,0,False
299,34,4,9.0,2,6,4,0.0,0.0,40.0,39,4,1,False
300,24,4,9.0,4,6,0,0.0,0.0,40.0,39,4,1,False
301,29,4,9.0,4,3,0,0.0,0.0,50.0,39,4,1,False
302,25,4,6.0,2,8,5,0.0,0.0,40.0,39,4,0,False
303,43,4,7.0,2,3,4,0.0,0.0,40.0,39,4,1,False
304,38,4,9.0,2,13,4,0.0,0.0,40.0,39,4,1,True
305,51,5,13.0,0,5,1,0.0,0.0,50.0,39,4,1,False
306,20,0,9.0,4,0,3,0.0,0.0,40.0,39,4,0,False
307,37,4,9.0,0,12,0,0.0,0.0,60.0,39,4,1,False
308,18,4,10.0,4,12,3,0.0,0.0,15.0,39,4,1,False
309,46,4,4.0,2,10,5,0.0,0.0,45.0,39,4,0,False
310,30,4,9.0,2,8,5,0.0,0.0,45.0,39,4,0,False
311,19,4,9.0,4,12,3,0.0,0.0,25.0,39,0,0,False
312,57,4,9.0,2,12,4,0.0,0.0,40.0,39,4,1,False
313,47,4,9.0,2,8,4,0.0,0.0,40.0,39,4,1,True
314,37,2,9.0,2,11,4,7688.0,0.0,35.0,39,4,1,True
315,32,4,9.0,4,6,3,0.0,0.0,30.0,39,4,0,False
316,36,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,True
317,44,5,10.0,0,8,1,0.0,0.0,80.0,39,4,1,False
318,24,4,9.0,4,3,0,0.0,0.0,40.0,39,4,1,False
319,44,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,False
320,33,7,14.0,2,10,4,0.0,0.0,50.0,39,4,1,True
321,25,4,13.0,4,10,3,0.0,0.0,40.0,39,4,1,False
322,48,6,10.0,2,14,4,0.0,0.0,50.0,39,4,1,True
323,28,4,13.0,2,10,5,0.0,0.0,45.0,39,4,0,True
324,46,4,13.0,2,4,4,0.0,0.0,60.0,39,4,1,True
325,41,4,14.0,0,4,1,0.0,0.0,60.0,39,2,0,True
326,34,4,7.0,0,6,0,0.0,0.0,43.0,39,4,1,False
327,33,2,10.0,2,11,4,0.0,0.0,40.0,39,4,1,False
328,20,4,9.0,4,8,3,0.0,0.0,30.0,39,4,0,False
329,47,4,10.0,0,1,0,0.0,0.0,40.0,39,4,1,False
330,25,4,10.0,4,8,0,0.0,0.0,25.0,39,4,1,False
331,57,4,9.0,6,1,0,0.0,0.0,36.0,39,4,0,False
332,34,7,14.0,2,10,5,0.0,0.0,40.0,39,2,0,True
333,71,0,10.0,2,0,4,6514.0,0.0,40.0,39,4,1,True
334,24,7,12.0,2,11,4,0.0,0.0,50.0,39,4,1,False
335,54,4,10.0,2,12,4,0.0,0.0,40.0,39,4,1,True
336,52,6,4.0,2,3,4,0.0,0.0,40.0,39,0,1,False
337,35,4,9.0,2,3,4,0.0,0.0,40.0,39,4,1,False
338,35,6,3.0,2,8,5,0.0,0.0,15.0,26,4,0,False
339,29,4,9.0,0,12,3,0.0,0.0,40.0,39,4,1,False
340,44,7,13.0,2,4,4,0.0,0.0,40.0,39,4,1,True
341,54,4,10.0,0,3,0,0.0,0.0,40.0,39,4,1,False
342,41,4,15.0,2,10,4,15024.0,0.0,50.0,39,4,1,True
343,53,4,10.0,2,3,4,0.0,0.0,40.0,39,4,1,True
344,42,4,10.0,0,1,1,0.0,0.0,38.0,39,4,0,False
345,51,1,9.0,0,4,0,0.0,0.0,40.0,39,4,0,False
346,25,4,10.0,4,11,0,0.0,0.0,60.0,39,4,1,False
347,45,4,6.0,0,8,0,0.0,0.0,38.0,6,2,0,False
348,41,4,6.0,0,12,0,0.0,0.0,48.0,39,4,1,False
349,22,0,10.0,4,0,3,0.0,0.0,8.0,39,4,0,False
350,58,4,6.0,2,8,5,0.0,0.0,8.0,39,4,0,False
351,32,4,9.0,0,3,3,0.0,0.0,40.0,39,4,1,False
352,35,4,15.0,2,10,4,0.0,0.0,45.0,39,4,1,True
353,33,4,9.0,2,14,4,0.0,0.0,60.0,39,4,1,False
354,42,4,10.0,0,3,3,0.0,0.0,40.0,39,4,1,False
355,26,4,10.0,4,7,0,0.0,0.0,40.0,30,1,1,False
356,23,4,10.0,2,12,4,0.0,0.0,45.0,39,4,1,False
357,50,6,12.0,2,7,4,3103.0,0.0,40.0,39,4,1,True
358,34,4,9.0,0,12,0,0.0,1669.0,45.0,39,4,1,False
359,65,4,13.0,0,1,0,0.0,0.0,40.0,39,4,0,False
360,70,0,16.0,2,0,4,0.0,0.0,20.0,39,4,1,True
361,24,4,9.0,0,12,1,0.0,0.0,30.0,39,4,0,False
362,18,4,10.0,4,10,3,0.0,0.0,40.0,39,4,0,False
363,61,4,10.0,2,13,4,15024.0,0.0,18.0,39,4,1,True
364,35,7,9.0,2,11,4,0.0,0.0,40.0,39,4,1,True
365,26,4,13.0,4,10,0,0.0,0.0,70.0,39,4,1,False
366,40,4,6.0,2,4,4,0.0,0.0,40.0,39,4,1,True
367,36,6,13.0,2,10,4,0.0,0.0,45.0,39,4,1,True
368,18,4,8.0,4,12,3,0.0,0.0,8.0,39,4,0,False
369,30,4,13.0,2,10,4,0.0,0.0,40.0,39,4,1,True
370,42,2,9.0,2,14,4,0.0,0.0,40.0,39,4,1,False
371,44,7,13.0,2,1,4,0.0,0.0,46.0,39,4,1,True
372,19,4,10.0,4,7,2,0.0,0.0,50.0,39,4,1,False
373,59,6,12.0,0,13,0,0.0,0.0,40.0,39,4,1,False
374,45,4,13.0,0,10,1,0.0,0.0,50.0,39,4,0,False
375,35,4,10.0,2,12,4,0.0,0.0,46.0,39,4,1,False
376,33,0,7.0,4,0,0,0.0,0.0,40.0,39,4,0,False
377,19,4,9.0,4,1,3,0.0,0.0,40.0,39,4,1,False
378,28,4,9.0,5,5,0,0.0,0.0,55.0,39,4,1,False
379,56,4,9.0,2,14,4,0.0,0.0,45.0,39,1,1,False
380,60,4,9.0,4,6,0,0.0,0.0,40.0,39,4,1,False
381,56,4,13.0,2,1,4,0.0,0.0,40.0,39,4,1,True
382,23,0,9.0,4,0,3,0.0,0.0,60.0,39,4,1,False
